,Slope ($\mu$m/y),Sample
1081,-2.6340475,true scores
1082,-2.0275712,true scores
1083,0.17398877,true scores
1084,-0.44789776,true scores
1085,-1.2881601,true scores
1086,-0.60025632,true scores
1087,-0.74234217,true scores
1088,-0.11721071,true scores
1089,-0.51436877,true scores
1090,-0.53723222,true scores
1091,-1.0283344,true scores
1092,1.0284442,true scores
1093,-0.8679589,true scores
1094,-0.38561413,true scores
1095,0.41291928,true scores
1096,-0.14500235,true scores
1097,-1.304682,true scores
1098,-0.51257449,true scores
1099,-0.5145216,true scores
1100,-0.65478271,true scores
1101,-0.81842321,true scores
1102,-9.4926443,true scores
1103,-0.71412855,true scores
1104,-1.2173373,true scores
1105,-0.16006722,true scores
1106,0.037149075,true scores
1107,-0.67912275,true scores
1108,-0.56256998,true scores
1109,-1.5154917,true scores
1110,-0.16415571,true scores
1111,-0.028213214,true scores
1112,0.0728705,true scores
1113,-1.4876648,true scores
1114,-1.0815181,true scores
1115,-0.57686901,true scores
1116,-0.66840786,true scores
1117,-0.12138567,true scores
1118,0.058906417,true scores
1119,-1.3365092,true scores
1120,0.42335847,true scores
1121,-0.028586846,true scores
1122,0.20784426,true scores
1123,-0.43429825,true scores
1124,-0.68605113,true scores
1125,-0.11693809,true scores
1126,-0.25730434,true scores
1127,-0.5428021,true scores
1128,0.26582313,true scores
1129,0.13551502,true scores
1130,0.92441475,true scores
1131,-1.3466946,true scores
1132,0.16278924,true scores
1133,-0.20393945,true scores
1134,-0.70652759,true scores
1135,-0.921323,true scores
1136,0.074489959,true scores
1137,-0.66378343,true scores
1138,-1.2467097,true scores
1139,-0.84650749,true scores
1140,-0.33936849,true scores
1141,-0.62341338,true scores
1142,-0.81497884,true scores
1143,-1.0814713,true scores
1144,-1.3036698,true scores
1145,-1.2554519,true scores
1146,-0.35058856,true scores
1147,-1.4650404,true scores
1148,-0.66600972,true scores
1149,-2.4153066,true scores
1150,-1.8261814,true scores
1151,0.092423521,true scores
1152,-0.61254787,true scores
1153,0.1140684,true scores
1154,-0.53744358,true scores
1155,0.82924688,true scores
1156,-0.17050667,true scores
1157,-0.71079659,true scores
1158,-0.69233584,true scores
1159,-0.50379169,true scores
1160,0.08013358,true scores
1161,-0.67684615,true scores
1162,-0.88222104,true scores
1163,-0.3868002,true scores
1164,-0.36086467,true scores
1165,-0.16688868,true scores
1166,-0.01677091,true scores
1167,-0.4669818,true scores
1168,-0.86746866,true scores
1169,-0.55093247,true scores
1170,-0.1427013,true scores
1171,0.1226592,true scores
1172,0.31508803,true scores
1173,-0.17843708,true scores
1174,-0.66944832,true scores
1175,-0.36378837,true scores
1176,-0.42401791,true scores
1177,-0.36206681,true scores
1178,-0.33688778,true scores
1179,-1.0157194,true scores
1180,-0.2155876,true scores
1181,-0.93484759,true scores
1182,-1.3942206,true scores
1183,0.90724111,true scores
1184,-0.0089966767,true scores
1185,-1.7306877,true scores
1186,-0.97829616,true scores
1187,-1.7987952,true scores
1188,-0.23172447,true scores
1189,-0.41397282,true scores
1190,0.42458084,true scores
1191,-0.33202645,true scores
1192,-0.38713562,true scores
1193,-0.51436877,true scores
1194,-3.2711022,true scores
1195,-1.4117136,true scores
1196,-0.72625953,true scores
1197,-0.74160194,true scores
1198,-0.50660187,true scores
1199,-0.60070914,true scores
1200,-2.0195735,true scores
1201,-0.10553659,true scores
1202,0.4749428,true scores
1203,-0.72293079,true scores
1204,-2.9262125,true scores
1205,-2.8085294,true scores
1206,-0.50800145,true scores
1207,1.2014781,true scores
1208,-0.68786532,true scores
1209,-0.11157337,true scores
1210,0.074489959,true scores
1211,-2.4763525,true scores
1212,-0.33202645,true scores
1213,-0.71658713,true scores
1214,-0.53339225,true scores
1215,-0.4245235,true scores
1216,0.058906417,true scores
1217,-1.1319821,true scores
1218,-0.49365252,true scores
1219,-0.50739986,true scores
1220,-1.2010584,true scores
1221,-1.9129232,true scores
1222,-0.1323231,true scores
1223,0.62860888,true scores
1224,-0.44757369,true scores
1225,-0.39887542,true scores
1226,-0.71423334,true scores
1227,-0.21540114,true scores
1228,-0.2159469,true scores
1229,-0.1958088,true scores
1230,-0.56300056,true scores
1231,0.83653939,true scores
1232,0.17910834,true scores
1233,-0.63349992,true scores
1234,-0.96053767,true scores
1235,-0.028213214,true scores
1236,-1.0385256,true scores
1237,-0.4297199,true scores
1238,0.80596954,true scores
1239,-0.45112583,true scores
1240,-0.2770212,true scores
1241,-0.61254787,true scores
1242,0.17684577,true scores
1243,-0.89377427,true scores
1244,-0.15924279,true scores
1245,0.0030556659,true scores
1246,-0.10875756,true scores
1247,0.032554049,true scores
1248,0.24666528,true scores
1249,-0.26760691,true scores
1250,-0.75645608,true scores
1251,-0.54746372,true scores
1252,-0.44679859,true scores
1253,-0.89784259,true scores
1254,-0.12206852,true scores
1255,-0.72947186,true scores
1256,-0.63087809,true scores
1257,-0.39922476,true scores
1258,-0.60126436,true scores
1259,-0.051934492,true scores
1260,-1.0907927,true scores
1261,-0.84221607,true scores
1262,-0.42240629,true scores
1263,-0.36027354,true scores
1264,-1.0903834,true scores
1265,0.074489959,true scores
1266,-1.4810238,true scores
1267,1.1461289,true scores
1268,-0.57686901,true scores
1269,0.12962347,true scores
1270,0.19583873,true scores
1271,-0.97997999,true scores
1272,-0.45078894,true scores
1273,-0.37057599,true scores
1274,-0.85618746,true scores
1275,-0.43903363,true scores
1276,-0.90578622,true scores
1277,-1.5154917,true scores
1278,-4.2900305,true scores
1279,0.063311033,true scores
1280,-0.4633314,true scores
1281,-0.85740489,true scores
1282,-0.44679859,true scores
1283,0.14188161,true scores
1284,-0.16487092,true scores
1285,-0.95752794,true scores
1286,-0.8770901,true scores
1287,-1.0903834,true scores
1288,0.087732755,true scores
1289,-1.4502991,true scores
1290,-0.10183524,true scores
1291,-0.9277972,true scores
1292,-0.29596248,true scores
1293,-1.2716827,true scores
1294,-0.60126436,true scores
1295,-0.5823791,true scores
1296,-2.4831319,true scores
1297,0.16430657,true scores
1298,-0.66234809,true scores
1299,0.14483203,true scores
1300,-0.63632441,true scores
1301,-0.46042487,true scores
1302,-0.54826236,true scores
1303,-0.34351069,true scores
1304,-0.77853847,true scores
1305,-0.80588436,true scores
1306,0.127573,true scores
1307,0.3002331,true scores
1308,-0.68121594,true scores
1309,-1.7370152,true scores
1310,-0.20829672,true scores
1311,0.76928365,true scores
1312,-0.23172447,true scores
1313,-0.33737186,true scores
1314,-1.1893684,true scores
1315,-0.54262829,true scores
1316,-0.89908814,true scores
1317,-0.67684615,true scores
1318,-0.12987387,true scores
1319,-0.80588436,true scores
1320,-0.84695584,true scores
1321,0.05849177,true scores
1322,0.21932782,true scores
1323,-1.7980412,true scores
1324,-1.9879708,true scores
1325,-0.85818112,true scores
1326,2.1488037,true scores
1327,-1.0144284,true scores
1328,-0.36441621,true scores
1329,-0.9694261,true scores
1330,-0.84636068,true scores
1331,-1.1511233,true scores
1332,-0.61832613,true scores
1333,0.15880823,true scores
1334,-0.32586959,true scores
1335,-0.23662135,true scores
1336,-0.5639419,true scores
1337,-1.7426953,true scores
1338,-1.1541259,true scores
1339,-2.1039305,true scores
1340,-0.3457064,true scores
1341,-0.62193829,true scores
1342,-0.19551753,true scores
1343,-2.1244247,true scores
1344,-0.50379169,true scores
1345,-0.31085956,true scores
1346,-1.3011522,true scores
1347,-0.21091324,true scores
1348,-0.68786532,true scores
1349,-0.11764225,true scores
1350,-1.772927,true scores
1351,-0.64331234,true scores
1352,-1.2167215,true scores
1353,0.19924076,true scores
1354,-0.97997999,true scores
1355,-0.37486839,true scores
1356,-0.4393453,true scores
1357,0.042681139,true scores
1358,-0.4263382,true scores
1359,-0.85161883,true scores
1360,2.1090317,true scores
1361,-0.5441314,true scores
1362,-0.9277972,true scores
1363,0.83653939,true scores
1364,-0.82912654,true scores
1365,-0.84664279,true scores
1366,-0.50312847,true scores
1367,-0.6653285,true scores
1368,-0.084318765,true scores
1369,-1.1909814,true scores
1370,-0.24766551,true scores
1371,-1.1519079,true scores
1372,-0.65856862,true scores
1373,-0.5971337,true scores
1374,-1.1462413,true scores
1375,-0.39922476,true scores
1376,-0.42387843,true scores
1377,0.61622828,true scores
1378,-1.2013451,true scores
1379,-2.8640335,true scores
1380,-0.64368641,true scores
1381,0.098470427,true scores
1382,-0.3117108,true scores
1383,-1.0436105,true scores
1384,-0.56939334,true scores
1385,-0.44417778,true scores
1386,-0.66378343,true scores
1387,-0.29430762,true scores
1388,-0.091639213,true scores
1389,-0.15954748,true scores
1390,-0.78209543,true scores
1391,-1.3207692,true scores
1392,-2.2166491,true scores
1393,-0.5663749,true scores
1394,-2.3187551,true scores
1395,0.26582313,true scores
1396,-0.58283484,true scores
1397,-0.61413705,true scores
1398,-0.46957862,true scores
1399,-0.73456764,true scores
1400,-1.4810238,true scores
1401,0.42335847,true scores
1402,-0.89293545,true scores
1403,-0.12022215,true scores
1404,-0.77872854,true scores
1405,-9.4926443,true scores
1406,-0.52537119,true scores
1407,-0.46783477,true scores
1408,-1.1359226,true scores
1409,-0.44417778,true scores
1410,-0.36206681,true scores
1411,-1.2535279,true scores
1412,-1.3178704,true scores
1413,-0.48046267,true scores
1414,-0.33688778,true scores
1415,-0.79117322,true scores
1416,-0.19614948,true scores
1417,-0.19788115,true scores
1418,-1.3143884,true scores
1419,-0.52859139,true scores
1420,-0.44308004,true scores
1421,-1.1973509,true scores
1422,-0.89700609,true scores
1423,-0.320317,true scores
1424,-2.0195735,true scores
1425,-1.0969484,true scores
1426,-2.3187551,true scores
1427,0.2241409,true scores
1428,-1.2645637,true scores
1429,-0.36531615,true scores
1430,0.54791868,true scores
1431,-1.8446858,true scores
1432,-0.3865588,true scores
1433,-0.28079206,true scores
1434,-0.6993466,true scores
1435,-0.40245619,true scores
1436,-1.7980412,true scores
1437,-1.1883817,true scores
1438,-0.57139075,true scores
1439,-0.35877186,true scores
1440,-0.40364289,true scores
1441,0.38328215,true scores
1442,-0.4346171,true scores
1443,-0.28705695,true scores
1444,-0.32708293,true scores
1445,0.025528491,true scores
1446,0.67792517,true scores
1447,-1.0261382,true scores
1448,-1.3584106,true scores
1449,-0.44051278,true scores
1450,-1.3935771,true scores
1451,-0.16006722,true scores
1452,-0.63100195,true scores
1453,0.80596954,true scores
1454,-0.32588902,true scores
1455,-0.7672174,true scores
1456,-0.99852222,true scores
1457,1.0284442,true scores
1458,-0.28035384,true scores
1459,-0.51501262,true scores
1460,-0.74659628,true scores
1461,-0.45391139,true scores
1462,0.42335847,true scores
1463,-0.62193829,true scores
1464,-0.4429585,true scores
1465,-1.9461302,true scores
1466,-0.05152614,true scores
1467,-0.61641163,true scores
1468,-0.340684,true scores
1469,-0.43976343,true scores
1470,-1.0815181,true scores
1471,-1.1683677,true scores
1472,-0.68786532,true scores
1473,-0.78737628,true scores
1474,-0.12138567,true scores
1475,-1.3466946,true scores
1476,-0.78737628,true scores
1477,-0.16576613,true scores
1478,0.34871721,true scores
1479,0.026912723,true scores
1480,-0.36700466,true scores
1481,0.0030556659,true scores
1482,-1.6285774,true scores
1483,-1.7693489,true scores
1484,-0.39922476,true scores
1485,-1.5990242,true scores
1486,-0.66234809,true scores
1487,-0.99841809,true scores
1488,-0.14437088,true scores
1489,0.83653939,true scores
1490,-0.24711885,true scores
1491,-0.24711885,true scores
1492,-1.0544027,true scores
1493,-1.1199528,true scores
1494,0.17684577,true scores
1495,0.43244454,true scores
1496,-1.326761,true scores
1497,-0.82282972,true scores
1498,-0.89928699,true scores
1499,-0.77496344,true scores
1500,-0.64368641,true scores
1501,-1.0617688,true scores
1502,0.67792517,true scores
1503,-2.3187551,true scores
1504,-0.90578622,true scores
1505,-0.99697983,true scores
1506,-0.91057152,true scores
1507,-0.85618746,true scores
1508,0.058112431,true scores
1509,-0.93130875,true scores
1510,-0.062029306,true scores
1511,-0.85767102,true scores
1512,-1.2464845,true scores
1513,-0.2242818,true scores
1514,0.61154366,true scores
1515,-1.4789143,true scores
1516,-0.3865588,true scores
1517,-0.42089185,true scores
1518,-0.44984657,true scores
1519,-0.51456147,true scores
1520,-1.4472628,true scores
1521,-0.74160194,true scores
1522,-0.69141936,true scores
1523,-0.37990001,true scores
1524,-0.61832613,true scores
1525,-1.9168533,true scores
1526,-0.73020279,true scores
1527,-0.034261804,true scores
1528,-0.96053767,true scores
1529,-1.4265903,true scores
1530,-0.43317959,true scores
1531,0.30710566,true scores
1532,1.8655112,true scores
1533,-2.4831319,true scores
1534,0.28868455,true scores
1535,-0.17455868,true scores
1536,-0.12987387,true scores
1537,0.3002331,true scores
1538,-0.53339225,true scores
1539,0.43124437,true scores
1540,-0.49837273,true scores
1541,-0.69141936,true scores
1542,-0.64068502,true scores
1543,-0.75645608,true scores
1544,-0.40888244,true scores
1545,-0.0089966767,true scores
1546,0.46079752,true scores
1547,-0.5761615,true scores
1548,-0.41641179,true scores
1549,0.36377487,true scores
1550,0.55838865,true scores
1551,-0.47961354,true scores
1552,-0.70652759,true scores
1553,0.35961258,true scores
1554,-0.6148873,true scores
1555,-1.3734971,true scores
1556,0.20784426,true scores
1557,-0.46559596,true scores
1558,-0.49860653,true scores
1559,-1.3207692,true scores
1560,-0.51436877,true scores
1561,-0.6373238,true scores
1562,-0.8125549,true scores
1563,-1.2781729,true scores
1564,-0.37364113,true scores
1565,-1.5431852,true scores
1566,-1.0621357,true scores
1567,-0.20393945,true scores
1568,-1.0569477,true scores
1569,-0.32397339,true scores
1570,0.70611167,true scores
1571,-0.96337193,true scores
1572,-0.81357038,true scores
1573,-1.2167215,true scores
1574,-0.67277312,true scores
1575,0.041221026,true scores
1576,-0.55831134,true scores
1577,-0.9918741,true scores
1578,-1.8720723,true scores
1579,-0.16916943,true scores
1580,-0.91160148,true scores
1581,-0.056831162,true scores
1582,-1.5341924,true scores
1583,-0.16602229,true scores
1584,-0.55312324,true scores
1585,-1.4552913,true scores
1586,-2.8085294,true scores
1587,0.0063615334,true scores
1588,-0.50800145,true scores
1589,-0.70525879,true scores
1590,0.1140684,true scores
1591,-0.32121453,true scores
1592,-0.28035384,true scores
1593,-0.68158984,true scores
1594,-0.56574893,true scores
1595,-0.42721739,true scores
1596,-0.55847883,true scores
1597,-0.96347386,true scores
1598,-0.4669818,true scores
1599,-1.4284194,true scores
1600,-1.1881137,true scores
1601,-0.84560984,true scores
1602,-0.55285281,true scores
1603,-2.1297164,true scores
1604,0.38328215,true scores
1605,0.73553336,true scores
1606,-0.33425406,true scores
1607,-0.76557106,true scores
1608,-0.51369357,true scores
1609,-0.47836339,true scores
1610,-0.20336479,true scores
1611,-0.33146158,true scores
1612,-2.4826198,true scores
1613,0.33056018,true scores
1614,-0.70688516,true scores
1615,-0.66072464,true scores
1616,0.022990275,true scores
1617,-0.40778825,true scores
1618,-0.079486258,true scores
1619,-1.1785494,true scores
1620,-1.0284073,true scores
1621,-0.17050667,true scores
1622,0.78941268,true scores
1623,-0.74915135,true scores
1624,-0.62341338,true scores
1625,-0.74482733,true scores
1626,-1.3428171,true scores
1627,-0.31085956,true scores
1628,-0.78135926,true scores
1629,-0.43156496,true scores
1630,-0.75450897,true scores
1631,0.046182986,true scores
1632,-0.62193829,true scores
1633,-0.33425406,true scores
1634,-0.4429585,true scores
1635,0.18740712,true scores
1636,-1.1649994,true scores
1637,-2.3187551,true scores
1638,-1.2645637,true scores
1639,0.14858039,true scores
1640,-0.47805595,true scores
1641,-0.65028185,true scores
1642,-1.1462413,true scores
1643,-1.1422597,true scores
1644,-0.48424602,true scores
1645,-0.3397187,true scores
1646,-1.8721325,true scores
1647,-0.38534746,true scores
1648,2.8085511,true scores
1649,-0.22253428,true scores
1650,-1.0879761,true scores
1651,-1.2010584,true scores
1652,0.22513317,true scores
1653,0.75988185,true scores
1654,-0.5971337,true scores
1655,-1.4472628,true scores
1656,-0.8519876,true scores
1657,-1.2881601,true scores
1658,0.59460574,true scores
1659,0.0063615334,true scores
1660,-0.56772614,true scores
1661,-0.081918545,true scores
1662,-0.36947432,true scores
1663,0.069258504,true scores
1664,-0.21091324,true scores
1665,-0.45621133,true scores
1666,-2.4831319,true scores
1667,-0.74915135,true scores
1668,-0.55621952,true scores
1669,-0.53650528,true scores
1670,-1.3228891,true scores
1671,-1.8261814,true scores
1672,1.7490848,true scores
1673,-0.16776972,true scores
1674,-0.44757369,true scores
1675,0.097846992,true scores
1676,-2.2374787,true scores
1677,1.2141043,true scores
1678,-1.1215936,true scores
1679,-0.58865434,true scores
1680,-0.95703733,true scores
1681,-1.3182836,true scores
1682,-1.2645637,true scores
1683,0.082887076,true scores
1684,-1.1070524,true scores
1685,-1.9461302,true scores
1686,-0.36777893,true scores
1687,-1.9129232,true scores
1688,-0.68871188,true scores
1689,-0.74160194,true scores
1690,-0.50739986,true scores
1691,-0.51501262,true scores
1692,-0.40870938,true scores
1693,-1.8261814,true scores
1694,-0.12206852,true scores
1695,-2.1297164,true scores
1696,-0.14458963,true scores
1697,-0.045369904,true scores
1698,-1.8905576,true scores
1699,-0.2154617,true scores
1700,-0.40812811,true scores
1701,-0.39448285,true scores
1702,0.32421252,true scores
1703,-1.4626814,true scores
1704,-1.7987952,true scores
1705,-0.12206852,true scores
1706,-0.3117108,true scores
1707,0.041998271,true scores
1708,-0.35979447,true scores
1709,-1.1027821,true scores
1710,-0.42426294,true scores
1711,-0.68539983,true scores
1712,-0.10110185,true scores
1713,-0.3117108,true scores
1714,0.067584954,true scores
1715,0.19924076,true scores
1716,-0.12206852,true scores
1717,-1.298859,true scores
1718,-0.1785983,true scores
1719,-0.50838912,true scores
1720,-1.257273,true scores
1721,-0.40402913,true scores
1722,-0.82056177,true scores
1723,-0.75563526,true scores
1724,-0.15762629,true scores
1725,-0.92531538,true scores
1726,-0.8770901,true scores
1727,-0.51647598,true scores
1728,-0.73363727,true scores
1729,-0.75839275,true scores
1730,-0.56827807,true scores
1731,-0.21254267,true scores
1732,-1.1852989,true scores
1733,-0.58699203,true scores
1734,-1.326761,true scores
1735,1.0533487,true scores
1736,-0.61168391,true scores
1737,-0.21277896,true scores
1738,0.032554049,true scores
1739,-0.68137157,true scores
1740,-1.0385256,true scores
1741,0.34871721,true scores
1742,-0.038447451,true scores
1743,-1.0884178,true scores
1744,-1.0741898,true scores
1745,0.0063615334,true scores
1746,-0.60070914,true scores
1747,-0.95568907,true scores
1748,0.13551502,true scores
1749,-0.77872854,true scores
1750,-0.50527453,true scores
1751,0.037149075,true scores
1752,-0.88350695,true scores
1753,-0.77540791,true scores
1754,-1.1893091,true scores
1755,-0.51647598,true scores
1756,-1.0413183,true scores
1757,-0.93204141,true scores
1758,-0.50657225,true scores
1759,-0.72138381,true scores
1760,-1.1786572,true scores
1761,-0.40967211,true scores
1762,-0.7672174,true scores
1763,-0.68456757,true scores
1764,-0.55730176,true scores
1765,-1.8905576,true scores
1766,-1.7083983,true scores
1767,-1.5737128,true scores
1768,0.012068126,true scores
1769,-0.17592876,true scores
1770,-0.86383504,true scores
1771,-0.44004247,true scores
1772,-0.82912654,true scores
1773,-0.59423834,true scores
1774,-0.4346171,true scores
1775,-0.75563526,true scores
1776,-0.10875756,true scores
1777,-0.63909537,true scores
1778,-0.79122853,true scores
1779,0.38772103,true scores
1780,0.27387238,true scores
1781,-0.24390279,true scores
1782,-0.79117322,true scores
1783,-0.51369357,true scores
1784,0.33056018,true scores
1785,0.10947119,true scores
1786,1.0777432,true scores
1787,-2.2288344,true scores
1788,-0.39968917,true scores
1789,0.61154366,true scores
1790,-1.1004684,true scores
1791,-0.50838912,true scores
1792,-0.56165886,true scores
1793,-0.82774508,true scores
1794,-0.21029182,true scores
1795,-0.88231093,true scores
1796,-0.12138567,true scores
1797,-0.42240629,true scores
1798,-0.081918545,true scores
1799,0.16660824,true scores
1800,-0.57686901,true scores
1801,-0.32750836,true scores
1802,-0.17321159,true scores
1803,0.23819156,true scores
1804,-0.37340185,true scores
1805,0.079170398,true scores
1806,0.08013358,true scores
1807,-0.73336899,true scores
1808,-0.064566918,true scores
1809,-1.300433,true scores
1810,-0.36841166,true scores
1811,-0.46783477,true scores
1812,-0.6373238,true scores
1813,-1.5154917,true scores
1814,-0.2770212,true scores
1815,0.16660824,true scores
1816,1.4966104,true scores
1817,-0.45391139,true scores
1818,-0.36777893,true scores
1819,-0.89784259,true scores
1820,-1.5990242,true scores
1821,-0.11764225,true scores
1822,-1.0772735,true scores
1823,-0.98748112,true scores
1824,-1.8721325,true scores
1825,-0.3117108,true scores
1826,-1.3143013,true scores
1827,-0.11136524,true scores
1828,-1.0815181,true scores
1829,0.36377487,true scores
1830,-0.45522723,true scores
1831,-1.3428171,true scores
1832,-0.77540791,true scores
1833,-0.8519876,true scores
1834,-0.921323,true scores
1835,-0.53650528,true scores
1836,-1.927462,true scores
1837,-0.68425745,true scores
1838,1.2760522,true scores
1839,-0.68425745,true scores
1840,-2.8226421,true scores
1841,-0.8125549,true scores
1842,-0.24157877,true scores
1843,-0.2575714,true scores
1844,-0.31080335,true scores
1845,0.61622828,true scores
1846,-0.66057575,true scores
1847,-0.68539983,true scores
1848,1.2014781,true scores
1849,-1.1462413,true scores
1850,-0.33591336,true scores
1851,-0.57795566,true scores
1852,-0.016017716,true scores
1853,0.11765736,true scores
1854,-0.58173496,true scores
1855,-0.4672876,true scores
1856,1.1784661,true scores
1857,-0.44417778,true scores
1858,-0.49500421,true scores
1859,-0.73137134,true scores
1860,-0.43903363,true scores
1861,-0.64697081,true scores
1862,0.62860888,true scores
1863,-0.17050667,true scores
1864,-1.5778399,true scores
1865,-0.98748112,true scores
1866,-0.94441932,true scores
1867,-0.28298393,true scores
1868,-1.2469994,true scores
1869,-1.0283344,true scores
1870,-0.69446903,true scores
1871,-1.5341924,true scores
1872,-1.4770876,true scores
1873,-0.23935105,true scores
1874,-0.43268487,true scores
1875,-0.70688516,true scores
1876,-0.37838495,true scores
1877,-1.0558151,true scores
1878,-0.40245619,true scores
1879,-1.3596483,true scores
1880,-0.39887542,true scores
1881,-1.4770876,true scores
1882,-0.91697586,true scores
1883,-0.65856862,true scores
1884,-0.89293545,true scores
1885,-1.927462,true scores
1886,-0.60639536,true scores
1887,-0.71240324,true scores
1888,0.16660824,true scores
1889,0.16550551,true scores
1890,-0.78663111,true scores
1891,-0.17050667,true scores
1892,-0.45148724,true scores
1893,-0.50527453,true scores
1894,0.0097505189,true scores
1895,-0.252471,true scores
1896,-0.64006972,true scores
1897,-0.50739986,true scores
1898,-1.3811777,true scores
1899,-0.74760193,true scores
1900,-0.55651259,true scores
1901,-0.8125549,true scores
1902,-0.76410741,true scores
1903,-1.5494249,true scores
1904,-0.46559596,true scores
1905,-0.12902015,true scores
1906,-0.10014641,true scores
1907,0.08896219,true scores
1908,-0.61254787,true scores
1909,-0.46796036,true scores
1910,-1.0815181,true scores
1911,-0.80964065,true scores
1912,-0.32170716,true scores
1913,-0.57301456,true scores
1914,-0.94155365,true scores
1915,-1.2799709,true scores
1916,-0.54061764,true scores
1917,-0.86584812,true scores
1918,-0.67912275,true scores
1919,-1.2435366,true scores
1920,-0.084318765,true scores
1921,-0.60025632,true scores
1922,-1.1511233,true scores
1923,-0.045019951,true scores
1924,2.1090317,true scores
1925,-0.40870938,true scores
1926,-0.62493986,true scores
1927,-0.55093247,true scores
1928,-0.70681489,true scores
1929,-0.4114852,true scores
1930,-0.43903363,true scores
1931,-0.40315047,true scores
1932,0.10357439,true scores
1933,-0.35979447,true scores
1934,-0.69595993,true scores
1935,-0.83140457,true scores
1936,-0.81842321,true scores
1937,0.80596954,true scores
1938,0.077291511,true scores
1939,-0.5271998,true scores
1940,-0.19551753,true scores
1941,-0.58460361,true scores
1942,0.051233459,true scores
1943,-0.062029306,true scores
1944,-1.3036698,true scores
1945,-0.38278595,true scores
1946,-0.43971613,true scores
1947,-0.5308243,true scores
1948,-0.19551753,true scores
1949,-0.78501564,true scores
1950,-2.1297164,true scores
1951,-1.7980412,true scores
1952,0.75988185,true scores
1953,-0.67684615,true scores
1954,0.082887076,true scores
1955,-0.10014641,true scores
1956,-0.64331234,true scores
1957,-0.10110185,true scores
1958,-0.40778825,true scores
1959,-0.42089185,true scores
1960,0.19775812,true scores
1961,-0.60025632,true scores
1962,-0.63084066,true scores
1963,-0.36441621,true scores
1964,-0.6140312,true scores
1965,0.1949136,true scores
1966,-0.22185548,true scores
1967,-1.2312143,true scores
1968,-0.43210474,true scores
1969,-0.79117322,true scores
1970,-0.51002431,true scores
1971,-1.4552913,true scores
1972,-0.17592876,true scores
1973,-0.37364113,true scores
1974,0.032554049,true scores
1975,-1.0879761,true scores
1976,-0.51131392,true scores
1977,-0.66600615,true scores
1978,-0.71659225,true scores
1979,1.3420298,true scores
1980,-0.6707719,true scores
1981,-0.95568907,true scores
1982,-0.66349423,true scores
1983,-1.1734325,true scores
1984,-0.7672174,true scores
1985,-0.5663749,true scores
1986,-0.62296969,true scores
1987,-0.36841166,true scores
1988,-0.90986222,true scores
1989,-0.47026238,true scores
1990,-0.13792369,true scores
1991,-0.55634588,true scores
1992,-0.22792521,true scores
1993,-1.1283118,true scores
1994,0.16912848,true scores
1995,-0.55621952,true scores
1996,-0.39968917,true scores
1997,-0.35058856,true scores
1998,-0.33556226,true scores
1999,-1.8261814,true scores
2000,0.14420234,true scores
2001,-0.67834955,true scores
2002,-0.053311113,true scores
2003,-1.2464845,true scores
2004,-0.71129316,true scores
2005,-1.1073658,true scores
2006,-0.17843708,true scores
2007,0.091304027,true scores
2008,-0.82199699,true scores
2009,-0.58283484,true scores
2010,-1.927462,true scores
2011,-0.42387843,true scores
2012,0.097846992,true scores
2013,-0.29436508,true scores
2014,-0.4346171,true scores
2015,-0.31366748,true scores
2016,-0.28035384,true scores
2017,-0.67817199,true scores
2018,-0.94155365,true scores
2019,-1.2173373,true scores
2020,-0.50838912,true scores
2021,-0.23639257,true scores
2022,-0.89525294,true scores
2023,-0.50838912,true scores
2024,-0.4644002,true scores
2025,-0.10110185,true scores
2026,0.041998271,true scores
2027,-0.58155715,true scores
2028,-0.35877186,true scores
2029,-0.49233094,true scores
2030,-0.87196285,true scores
2031,-0.9562456,true scores
2032,0.17910834,true scores
2033,-1.5275074,true scores
2034,-1.9168533,true scores
2035,-0.89928699,true scores
2036,-1.772927,true scores
2037,-0.86731434,true scores
2038,-0.60335922,true scores
2039,-1.1726907,true scores
2040,-1.0879761,true scores
2041,-0.11721071,true scores
2042,-1.4503627,true scores
2043,-0.5639419,true scores
2044,-1.6178327,true scores
2045,0.82924688,true scores
2046,0.19775812,true scores
2047,1.7490848,true scores
2048,-1.8261814,true scores
2049,0.079170398,true scores
2050,-0.63087809,true scores
2051,-0.75369304,true scores
2052,-0.45148724,true scores
2053,-0.9277972,true scores
2054,-1.1422597,true scores
2055,-0.28170601,true scores
2056,-0.078845687,true scores
2057,-0.86383504,true scores
2058,0.63042003,true scores
2059,1.1669478,true scores
2060,-0.60583538,true scores
2061,-0.31690985,true scores
2062,-0.089567117,true scores
2063,-0.50379169,true scores
2064,-0.61659616,true scores
2065,-1.3428171,true scores
2066,-0.091639213,true scores
2067,-0.44363105,true scores
2068,-1.0907927,true scores
2069,-0.36938572,true scores
2070,0.0064925146,true scores
2071,-0.1947397,true scores
2072,-0.82607377,true scores
2073,-1.7426953,true scores
2074,-0.078845687,true scores
2075,-1.9879708,true scores
2076,1.0274614,true scores
2077,-0.91697586,true scores
2078,-0.79117322,true scores
2079,-0.68935376,true scores
2080,-1.0575764,true scores
2081,-0.70652759,true scores
2082,-0.46796036,true scores
2083,-0.42043662,true scores
2084,1.7490848,true scores
2085,-0.32868183,true scores
2086,-0.86273408,true scores
2087,-1.0772735,true scores
2088,-0.70681489,true scores
2089,0.43560296,true scores
2090,-1.3936505,true scores
2091,-0.45078894,true scores
